sample,max_prob
0,0.9990916435266937
1,0.9995740582213847
2,0.9992236918215166
3,0.9984082610598107
4,0.9988199511171534
5,0.9975367909090467
6,0.9994504747591721
7,0.9964557010105584
8,0.9991237279435069
9,0.9991187885649478
10,0.9990873674440519
11,0.9989501504665902
