iteration,x1,x2
60,6.18449702207762e-06,-2.1834938235989028e-06
61,6.162734084438291e-06,-1.441556929790932e-06
62,6.162734084438291e-06,-1.441556929790932e-06
63,6.165942302619194e-06,-6.84390718154928e-07
64,6.165942302619194e-06,-6.84390718154928e-07
65,6.165942302619194e-06,-6.84390718154928e-07
66,6.1656813643997045e-06,-3.319268612260086e-07
67,6.165637517927855e-06,1.8419877246497997e-07
68,-5.141324461252584e-07,-1.3633438563784615e-06
69,-5.141324461252584e-07,-1.3633438563784615e-06
70,-5.141324461252584e-07,-1.3633438563784615e-06
71,-1.0568605686061843e-08,-1.3413068207010404e-06
72,-2.3339848580133814e-07,-4.973272911182026e-07
73,-3.861519604207869e-08,-2.0926892808203514e-07
74,-3.861519604207869e-08,-2.0926892808203514e-07
75,-3.861519604207869e-08,-2.0926892808203514e-07
76,-3.861519604207869e-08,-2.0926892808203514e-07
77,-3.861519604207869e-08,-2.0926892808203514e-07
78,-7.226768677152663e-08,-1.134166475360217e-07
79,-7.226768677152663e-08,-1.134166475360217e-07
80,-7.226768677152663e-08,-1.134166475360217e-07
81,8.517600119330233e-08,-6.450831974333423e-08
82,8.517600119330233e-08,-6.450831974333423e-08
83,7.986405227303805e-08,-4.927890136205236e-08
84,4.3019276899773737e-08,-6.968750014828993e-08
85,-2.1269976503427703e-09,-6.81310335719844e-08
86,-3.7880863366404006e-08,-3.7672870927004704e-08
87,-2.448696052527227e-08,-3.401209263465811e-08
88,-2.6231721054652068e-08,-2.0943937794379422e-08
89,-1.8261689602650282e-08,-1.8191080069956464e-08
90,-9.121570574552277e-09,-1.064339408801088e-08
91,-5.640391164257898e-09,-7.768721564059723e-09
92,3.24090860567268e-10,-5.663989244801635e-09
93,2.8857148313597536e-09,-3.4082946180896395e-09
94,2.8857148313597536e-09,-3.4082946180896395e-09
95,2.8857148313597536e-09,-3.4082946180896395e-09
96,2.8857148313597536e-09,-3.4082946180896395e-09
97,2.8857148313597536e-09,-3.4082946180896395e-09
98,2.8857148313597536e-09,-3.4082946180896395e-09
99,2.8857148313597536e-09,-3.4082946180896395e-09
100,1.558779643346027e-09,-3.2978120420070758e-09
101,1.558779643346027e-09,-3.2978120420070758e-09
102,1.558779643346027e-09,-3.2978120420070758e-09
103,1.558779643346027e-09,-3.2978120420070758e-09
104,1.558779643346027e-09,-3.2978120420070758e-09
105,1.558779643346027e-09,-3.2978120420070758e-09
106,1.558779643346027e-09,-3.2978120420070758e-09
107,1.558779643346027e-09,-3.2978120420070758e-09
108,1.558779643346027e-09,-3.2978120420070758e-09
109,1.558779643346027e-09,-3.2978120420070758e-09
110,1.558779643346027e-09,-3.2978120420070758e-09
111,1.558779643346027e-09,-3.2978120420070758e-09
112,1.558779643346027e-09,-3.2978120420070758e-09
113,1.558779643346027e-09,-3.2978120420070758e-09
114,1.558779643346027e-09,-3.2978120420070758e-09
115,1.558779643346027e-09,-3.2978120420070758e-09
116,1.558779643346027e-09,-3.2978120420070758e-09
117,1.558779643346027e-09,-3.2978120420070758e-09
118,1.558779643346027e-09,-3.2978120420070758e-09
119,1.558779643346027e-09,-3.2978120420070758e-09
120,1.558779643346027e-09,-3.2978120420070758e-09
