iteration,x1,x2
1,-0.16030187391455275,0.0010643203669593593
2,-0.16030187391455275,0.0010643203669593593
3,1.1133716899583814,-0.02383755257462905
4,1.1133716899583814,-0.02383755257462905
5,1.0135541095577447,0.9433311550598737
6,0.9819384118848893,-0.9499752724557374
7,0.9384913175838294,0.017564025653170834
8,-0.011915301287125299,0.01238812542888873
9,-0.011915301287125299,0.01238812542888873
10,-0.011915301287125299,0.01238812542888873
11,-0.011915301287125299,0.01238812542888873
12,-0.011915301287125299,0.01238812542888873
13,0.0062370343011116,0.015907565801253416
14,0.01264454424398144,-0.011029741782152627
15,0.01264454424398144,-0.011029741782152627
16,0.01264454424398144,-0.011029741782152627
17,0.010482693385064416,-0.004087615960053288
18,0.008180104590795828,0.002745880071790039
19,0.008180104590795828,0.002745880071790039
20,0.008180104590795828,0.002745880071790039
21,0.008180104590795828,0.002745880071790039
22,0.008180104590795828,0.002745880071790039
23,0.00808520239355804,0.0026509069080471043
24,0.007722687589709613,0.0034057266378843846
25,0.007511246582998378,0.0038459840890780984
26,0.007511246582998378,0.0038459840890780984
27,0.005879162494472845,0.005382111596333301
28,0.005870914786561727,0.004354783026679128
29,0.0020578214750458963,0.002179390670386012
30,0.0020578214750458963,0.002179390670386012
31,0.0006811253704640751,0.002827795072234427
32,-0.0009769557670606555,0.0023067804208725387
33,-0.0009769557670606555,0.0023067804208725387
34,-0.0009769557670606555,0.0023067804208725387
35,-2.7561903964291607e-05,0.0022044214567186445
36,0.00029767266047014604,0.002020508318403525
37,0.00047540127395297106,0.0019200066170211364
38,0.0005719783448163926,0.0018653943644069033
39,0.0006241618073299302,0.0018358857407595273
40,0.0006521980592120109,0.0018200318444210708
41,0.0006671749293015968,0.0018115627470940282
42,0.0006751295945705245,0.0018070645552846834
43,0.0006793301625298162,0.0018046892246139023
44,-0.0005912744483563661,-0.0016080546293773313
45,-0.0011419461866406806,0.0005388267864031052
46,-2.04873644291813e-05,0.00011623409788322605
47,-2.04873644291813e-05,0.00011623409788322605
48,-2.04873644291813e-05,0.00011623409788322605
49,-2.04873644291813e-05,0.00011623409788322605
50,-2.04873644291813e-05,0.00011623409788322605
51,-2.04873644291813e-05,0.00011623409788322605
52,-2.04873644291813e-05,0.00011623409788322605
53,-2.04873644291813e-05,0.00011623409788322605
54,6.981497858040115e-06,-7.229574701902089e-05
55,6.445832681038623e-06,-2.162538863862965e-05
56,6.184321997044364e-06,3.1117804871756497e-06
57,6.184321997044364e-06,3.1117804871756497e-06
58,6.18449702207762e-06,-2.1834938235989028e-06
59,6.18449702207762e-06,-2.1834938235989028e-06
