temperature,best_length
200.0,31.565368269618805
194.0,31.565368269618805
188.18,31.565368269618805
182.5346,31.565368269618805
177.058562,31.565368269618805
171.74680514,31.565368269618805
166.59440098579998,31.565368269618805
161.59656895622598,31.565368269618805
156.7486718875392,31.565368269618805
152.046211730913,31.565368269618805
147.48482537898562,31.565368269618805
143.06028061761606,31.565368269618805
138.76847219908757,31.565368269618805
134.60541803311494,31.565368269618805
130.5672554921215,31.565368269618805
126.65023782735784,31.565368269618805
122.8507306925371,31.565368269618805
119.16520877176099,31.565368269618805
115.59025250860816,31.565368269618805
112.12254493334991,31.565368269618805
108.75886858534942,31.565368269618805
105.49610252778893,31.565368269618805
102.33121945195526,31.565368269618805
99.2612828683966,31.565368269618805
96.28344438234471,31.565368269618805
93.39494105087437,31.565368269618805
90.59309281934813,31.565368269618805
87.87530003476768,31.565368269618805
85.23904103372465,31.565368269618805
82.68186980271291,31.565368269618805
80.20141370863152,31.565368269618805
77.79537129737257,31.565368269618805
75.46151015845139,31.565368269618805
73.19766485369784,31.565368269618805
71.0017349080869,31.565368269618805
68.87168286084429,31.565368269618805
66.80553237501896,31.565368269618805
64.80136640376838,31.565368269618805
62.85732541165533,31.565368269618805
60.97160564930567,31.565368269618805
59.142457479826504,31.565368269618805
57.36818375543171,31.565368269618805
55.647138242768754,31.565368269618805
53.97772409548569,31.565368269618805
52.35839237262112,31.565368269618805
50.78764060144248,31.565368269618805
49.26401138339921,31.565368269618805
47.78609104189723,31.565368269618805
46.35250831064031,31.565368269618805
44.9619330613211,31.565368269618805
43.61307506948146,31.565368269618805
42.304682817397016,31.565368269618805
41.0355423328751,31.565368269618805
39.804476062888845,31.565368269618805
38.61034178100218,31.565368269618805
37.45203152757211,31.565368269618805
36.328470581744945,31.565368269618805
35.2386164642926,31.565368269618805
34.181457970363816,31.565368269618805
33.156014231252904,31.565368269618805
32.16133380431532,31.565368269618805
31.19649379018586,31.565368269618805
30.26059897648028,31.565368269618805
29.35278100718587,31.565368269618805
28.472197576970295,31.565368269618805
27.618031649661184,31.565368269618805
26.78949070017135,31.565368269618805
25.98580597916621,31.565368269618805
25.206231799791222,31.565368269618805
24.450044845797485,31.565368269618805
23.716543500423562,31.565368269618805
23.005047195410853,31.565368269618805
22.314895779548525,31.565368269618805
21.64544890616207,31.565368269618805
20.996085438977207,31.565368269618805
20.36620287580789,31.565368269618805
19.75521678953365,31.565368269618805
19.162560285847643,31.565368269618805
18.587683477272215,31.565368269618805
